,pw,x1,x2
0,1,cT2_SUV_BMW,2
1,1,cT2_SUV_BMW,3
2,1,cT2_SUV_BMW,4
3,1,cT2_SUV_BMW,5
4,1,cT2_SUV_BMW,6
5,1,cT2_SUV_BMW,8
6,1,cT2_SUV_BMW,9
7,1,cT2_SUV_BMW,10
8,1,cT2_SUV_BMW,11
9,1,cT2_SUV_BMW,12
10,1,cT2_SUV_BMW,14
11,1,cT2_SUV_BMW,15
12,1,cT2_SUV_BMW,16
13,1,cT2_SUV_BMW,17
14,1,cT2_SUV_BMW,18
15,1,cT2_SUV_BMW,20
16,1,cT2_SUV_BMW,21
17,1,cT2_SUV_BMW,22
18,1,cT2_SUV_BMW,23
19,1,cT2_SUV_BMW,24
20,1,cT2_SUV_BMW,26
21,1,cT2_SUV_BMW,27
22,1,cT2_SUV_BMW,28
23,1,cT2_SUV_BMW,29
24,1,cT2_SUV_BMW,30
25,1,cT2_SUV_BMW,32
26,1,cT2_SUV_BMW,33
27,1,cT2_SUV_BMW,34
28,1,cT2_SUV_BMW,35
29,1,cT2_Sedan_BMW,1
30,1,cT2_Sedan_BMW,3
31,1,cT2_Sedan_BMW,4
32,1,cT2_Sedan_BMW,5
33,1,cT2_Sedan_BMW,6
34,1,cT2_Sedan_BMW,7
35,1,cT2_Sedan_BMW,9
36,1,cT2_Sedan_BMW,10
37,1,cT2_Sedan_BMW,11
38,1,cT2_Sedan_BMW,12
39,1,cT2_Sedan_BMW,13
40,1,cT2_Sedan_BMW,15
41,1,cT2_Sedan_BMW,16
42,1,cT2_Sedan_BMW,17
43,1,cT2_Sedan_BMW,18
44,1,cT2_Sedan_BMW,19
45,1,cT2_Sedan_BMW,21
46,1,cT2_Sedan_BMW,22
47,1,cT2_Sedan_BMW,23
48,1,cT2_Sedan_BMW,24
49,1,cT2_Sedan_BMW,25
50,1,cT2_Sedan_BMW,27
51,1,cT2_Sedan_BMW,28
52,1,cT2_Sedan_BMW,29
53,1,cT2_Sedan_BMW,30
54,1,cT2_Sedan_BMW,31
55,1,cT2_Sedan_BMW,33
56,1,cT2_Sedan_BMW,34
