,pw,x1
0,1,1
1,1,2
2,1,3
3,1,6
4,1,4
5,1,8
6,2,1
7,2,2
8,2,3
9,2,6
10,2,4
11,3,1
12,3,2
13,3,3
14,3,6
15,3,8
16,4,1
17,4,2
18,4,3
19,4,6
20,4,5
21,4,7
22,5,1
23,5,2
24,5,3
25,5,6
26,5,7
27,6,1
28,6,2
29,6,3
30,6,6
31,6,5
32,7,1
33,7,2
34,7,3
35,7,6
